id,MLM,HLM
TEST_079,5.82,9.94
TEST_080,61.78,82.57
TEST_081,75.42,91.42
TEST_082,13.1,43.32
TEST_083,5.85,23.29
TEST_084,17.95,50.58
TEST_085,82.31,90.71
TEST_086,26.98,40.19
TEST_087,81.09,92.98
TEST_088,50.21,74.31
TEST_089,30.28,66.46
TEST_090,15.07,38.35
TEST_091,16.57,38.11
TEST_092,39.23,58.44
TEST_093,19.92,52.23
TEST_094,84.28,85.93
TEST_095,17.55,52.57
TEST_096,78.43,90.47
TEST_097,84.33,84.9
TEST_098,4.63,19.98
TEST_099,4.4,12.82
TEST_100,67.79,87.28
TEST_101,7.06,26.68
TEST_102,52.9,84.03
TEST_103,30.05,73.67
TEST_104,11.87,37.83
TEST_105,39.76,67.53
TEST_106,47.0,56.8
TEST_107,68.95,88.81
TEST_108,43.55,77.53
TEST_109,4.23,23.78
TEST_110,8.92,44.4
TEST_111,7.11,40.08
TEST_112,11.32,26.68
TEST_113,47.07,60.11
TEST_114,10.79,51.94
TEST_115,2.68,15.57
TEST_116,4.7,17.23
TEST_117,39.03,69.48
TEST_118,9.81,23.81
TEST_119,15.59,33.86
TEST_120,44.19,76.92
TEST_121,25.36,59.38
TEST_122,6.27,22.77
TEST_123,43.71,77.34
TEST_124,5.07,20.76
TEST_125,50.89,78.13
TEST_126,10.74,50.84
TEST_127,71.36,90.85
TEST_128,58.73,76.79
TEST_129,3.83,20.25
TEST_130,32.76,68.9
TEST_131,6.48,27.19
TEST_132,12.4,49.16
TEST_133,59.17,84.12
TEST_134,8.61,31.65
TEST_135,57.96,79.94
TEST_136,80.59,92.53
TEST_137,25.24,59.23
TEST_138,8.41,16.73
TEST_139,44.35,62.66
TEST_140,2.44,19.02
TEST_141,14.63,34.38
TEST_142,50.53,68.53
TEST_143,17.5,41.05
TEST_144,62.57,81.55
TEST_145,11.65,25.57
TEST_146,81.78,93.6
TEST_147,58.55,90.32
TEST_148,-0.09,14.25
TEST_149,18.67,64.04
TEST_150,19.17,60.52
TEST_151,53.51,77.53
TEST_152,18.56,48.6
TEST_153,2.37,18.88
TEST_154,33.06,65.81
TEST_155,45.55,73.98
TEST_156,6.09,36.33
TEST_157,26.82,55.97
TEST_158,7.53,29.52
TEST_159,5.86,17.27
TEST_160,72.6,86.95
TEST_161,14.95,44.3
TEST_162,87.31,89.97
TEST_163,76.3,89.37
TEST_164,22.84,62.81
TEST_165,19.88,53.9
TEST_166,0.24,15.03
TEST_167,27.59,67.77
TEST_168,78.52,87.26
TEST_169,2.93,12.8
TEST_170,14.29,48.24
TEST_171,22.45,56.99
TEST_172,15.66,49.04
TEST_173,0.93,6.17
TEST_174,21.93,35.64
TEST_175,75.17,90.89
TEST_176,75.38,89.16
TEST_177,9.44,43.96
TEST_178,30.39,55.61
TEST_179,36.93,68.95
TEST_180,10.7,38.81
TEST_181,34.28,63.89
TEST_182,27.74,56.8
TEST_183,9.56,33.13
TEST_184,56.25,80.25
TEST_185,4.46,19.67
TEST_186,4.3,15.55
TEST_187,29.43,62.17
TEST_188,1.97,3.27
TEST_189,45.05,68.96
TEST_190,36.34,63.59
TEST_191,24.68,58.79
TEST_192,5.2,19.35
TEST_193,35.83,62.3
TEST_194,9.64,26.3
TEST_195,11.73,43.93
TEST_196,61.99,82.63
TEST_197,39.32,66.07
TEST_198,52.42,78.78
TEST_199,68.58,90.95
TEST_200,24.07,61.96
TEST_201,5.0,22.98
TEST_202,83.35,89.26
TEST_203,33.28,68.37
TEST_204,56.25,78.62
TEST_205,35.68,71.25
TEST_206,11.98,31.36
TEST_207,30.31,49.14
TEST_208,7.6,45.78
TEST_209,32.99,58.6
TEST_210,16.73,48.1
TEST_211,63.03,83.04
TEST_212,6.02,24.28
TEST_213,49.47,73.7
TEST_214,16.99,57.89
TEST_215,29.89,56.15
TEST_216,13.29,35.1
TEST_217,71.2,88.45
TEST_218,88.3,92.03
TEST_219,10.75,21.12
TEST_220,10.92,48.53
TEST_221,12.93,44.9
TEST_222,3.78,7.78
TEST_223,87.08,88.07
TEST_224,38.72,57.53
TEST_225,24.74,56.24
TEST_226,10.44,34.67
TEST_227,7.21,32.03
TEST_228,14.7,36.38
TEST_229,17.8,35.46
TEST_230,6.19,13.81
TEST_231,40.69,65.79
TEST_232,11.67,46.62
TEST_233,29.09,59.39
TEST_234,10.08,26.51
TEST_235,15.97,41.84
TEST_236,10.06,38.6
TEST_237,19.9,54.64
TEST_238,11.79,43.31
TEST_239,62.32,80.23
TEST_240,61.78,79.41
TEST_241,46.08,78.1
TEST_242,77.85,84.9
TEST_243,41.24,69.3
TEST_244,82.78,88.22
TEST_245,71.44,88.45
TEST_246,77.53,84.34
TEST_247,22.41,59.47
TEST_248,30.54,70.0
TEST_249,50.53,81.43
TEST_250,82.07,87.46
TEST_251,9.44,35.73
TEST_252,77.38,93.11
TEST_253,16.33,52.69
TEST_254,82.14,91.71
TEST_255,36.74,76.59
TEST_256,69.23,90.78
TEST_257,80.79,91.2
TEST_258,54.37,72.65
TEST_259,68.31,89.31
TEST_260,25.2,58.98
TEST_261,82.54,90.33
TEST_262,37.47,62.71
TEST_263,24.19,46.49
TEST_264,7.03,23.84
TEST_265,12.05,38.21
TEST_266,7.24,30.04
TEST_267,62.6,80.23
TEST_268,50.28,79.07
TEST_269,4.56,14.71
TEST_270,76.4,90.99
TEST_271,21.4,48.72
TEST_272,39.3,50.46
TEST_273,35.17,70.75
TEST_274,4.52,19.31
TEST_275,9.4,41.83
TEST_276,38.33,68.37
TEST_277,61.05,75.65
TEST_278,8.23,23.96
TEST_279,23.91,59.94
TEST_280,24.28,52.56
TEST_281,4.79,9.0
TEST_282,4.64,18.41
TEST_283,75.29,83.16
TEST_284,62.87,80.18
TEST_285,30.27,58.39
TEST_286,89.19,94.17
TEST_287,72.41,88.57
TEST_288,15.58,44.92
TEST_289,20.22,59.53
TEST_290,7.3,19.82
TEST_291,16.21,49.22
TEST_292,35.16,64.62
TEST_293,19.31,41.57
TEST_294,68.91,85.21
TEST_295,4.59,19.75
TEST_296,41.63,61.88
TEST_297,10.9,39.66
TEST_298,23.47,69.94
TEST_299,46.73,80.2
TEST_300,36.83,79.34
TEST_301,86.62,95.1
TEST_302,35.0,68.8
TEST_303,62.59,84.27
TEST_304,21.86,59.41
TEST_305,3.81,9.37
TEST_306,49.66,82.56
TEST_307,6.0,23.33
TEST_308,9.06,37.86
TEST_309,28.19,55.97
TEST_310,18.26,49.46
TEST_311,65.1,83.64
TEST_312,6.42,25.21
TEST_313,40.04,68.51
TEST_314,6.53,33.61
TEST_315,43.04,77.01
TEST_316,10.57,40.16
TEST_317,27.67,59.05
TEST_318,18.08,53.65
TEST_319,78.03,86.48
TEST_320,38.44,56.7
TEST_321,32.05,70.57
TEST_322,58.96,77.08
TEST_323,12.63,32.87
TEST_324,38.82,72.37
TEST_325,12.94,42.34
TEST_326,8.58,40.19
TEST_327,78.34,91.5
TEST_328,74.06,84.16
TEST_329,36.36,59.51
TEST_330,63.11,75.09
TEST_331,12.34,47.47
TEST_332,35.49,67.01
TEST_333,8.88,28.55
TEST_334,49.1,81.1
TEST_335,12.94,35.02
TEST_336,17.57,29.82
TEST_337,46.2,73.54
TEST_338,43.15,64.31
TEST_339,2.5,6.46
TEST_340,5.02,19.51
TEST_341,70.53,92.85
TEST_342,58.98,85.66
TEST_343,28.08,64.78
TEST_344,62.24,80.74
TEST_345,14.88,34.16
TEST_346,8.07,34.2
TEST_347,79.61,82.59
TEST_348,3.75,21.12
TEST_349,44.9,79.9
TEST_350,13.49,41.85
TEST_351,6.05,28.65
TEST_352,19.57,48.5
TEST_353,23.67,55.65
TEST_354,36.16,78.19
TEST_355,9.97,25.78
TEST_356,78.86,86.49
TEST_357,3.94,26.93
TEST_358,8.32,23.44
TEST_359,17.61,56.25
TEST_360,9.14,31.37
TEST_361,6.04,16.14
TEST_362,44.33,79.74
TEST_363,15.36,51.99
TEST_364,46.1,71.48
TEST_365,65.94,83.53
TEST_366,8.16,17.6
TEST_367,36.56,61.17
TEST_368,58.05,86.34
TEST_369,68.73,83.32
TEST_370,29.52,69.22
TEST_371,70.08,93.75
TEST_372,36.19,68.1
TEST_373,3.76,17.18
TEST_374,8.77,35.47
TEST_375,75.5,87.77
TEST_376,15.58,31.15
TEST_377,60.55,81.68
TEST_378,16.22,41.18
TEST_379,27.05,56.04
TEST_380,14.01,40.39
TEST_381,28.89,55.41
TEST_382,71.63,89.04
TEST_383,4.74,22.93
TEST_384,58.3,80.76
TEST_385,59.42,84.18
TEST_386,20.12,52.03
TEST_387,72.11,80.97
TEST_388,9.42,16.24
TEST_389,5.43,32.96
TEST_390,57.51,70.64
TEST_391,17.02,37.66
TEST_392,53.65,59.88
TEST_393,16.76,49.52
TEST_394,4.17,13.73
TEST_395,21.12,43.98
TEST_396,48.79,81.72
TEST_397,11.14,44.89
TEST_398,24.26,43.03
TEST_399,38.67,79.81
TEST_400,47.37,69.23
TEST_401,48.7,72.72
TEST_402,25.99,46.75
TEST_403,55.3,74.84
TEST_404,58.66,76.46
TEST_405,41.38,71.98
TEST_406,25.84,62.31
TEST_407,38.42,66.69
TEST_408,71.71,84.39
TEST_409,19.57,55.7
TEST_410,78.85,90.51
TEST_411,14.83,56.41
TEST_412,67.08,86.59
TEST_413,11.03,42.92
TEST_414,53.05,85.7
TEST_415,8.09,39.87
TEST_416,67.83,88.95
TEST_417,24.45,55.47
TEST_418,35.94,68.55
TEST_419,12.25,47.48
TEST_420,4.07,26.13
TEST_421,68.06,87.81
TEST_422,27.3,55.9
TEST_423,61.45,77.91
TEST_424,70.38,82.26
TEST_425,42.98,77.96
TEST_426,42.16,72.43
TEST_427,7.09,16.04
TEST_428,50.8,79.55
TEST_429,34.08,50.28
TEST_430,79.78,93.46
TEST_431,16.4,38.49
TEST_432,24.92,46.26
TEST_433,68.26,80.13
TEST_434,0.66,21.76
TEST_435,79.74,86.35
TEST_436,12.61,39.16
TEST_437,56.69,86.16
TEST_438,53.73,82.97
TEST_439,9.1,23.87
TEST_440,55.36,84.27
TEST_441,57.73,88.13
TEST_442,12.71,37.51
TEST_443,19.35,44.33
TEST_444,28.38,66.57
TEST_445,42.45,68.95
TEST_446,6.51,22.17
TEST_447,37.29,76.6
TEST_448,4.17,24.31
TEST_449,6.17,19.42
TEST_450,33.56,71.19
TEST_451,3.94,11.62
TEST_452,5.11,18.64
TEST_453,38.67,71.29
TEST_454,52.23,81.91
TEST_455,38.66,76.22
TEST_456,5.43,17.47
TEST_457,4.56,13.27
TEST_458,8.19,25.37
TEST_459,1.12,31.83
TEST_460,6.59,12.82
TEST_461,76.99,87.53
TEST_462,14.44,26.85
TEST_463,8.54,37.45
TEST_464,72.57,81.66
TEST_465,3.54,21.95
TEST_466,16.95,28.88
TEST_467,65.78,89.09
TEST_468,73.15,82.43
TEST_469,51.01,81.66
TEST_470,73.08,93.07
TEST_471,14.75,45.66
TEST_472,2.96,17.37
TEST_473,24.82,60.93
TEST_474,62.43,83.89
TEST_475,65.47,85.55
TEST_476,21.91,53.67
TEST_477,5.2,16.05
TEST_478,2.49,26.57
TEST_479,83.29,93.13
TEST_480,23.89,52.86
TEST_481,51.96,78.3
TEST_482,19.25,73.59
