id,MLM,HLM
TEST_074,12.68,33.96
TEST_075,67.74,88.55
TEST_076,65.2,86.94
TEST_077,30.38,48.07
TEST_078,55.14,76.58
TEST_079,8.59,15.03
TEST_080,64.86,81.47
TEST_081,69.77,89.32
TEST_082,17.9,47.32
TEST_083,5.89,24.68
TEST_084,16.39,43.93
TEST_085,79.9,82.41
TEST_086,33.34,40.36
TEST_087,81.78,87.24
TEST_088,58.96,77.95
TEST_089,42.98,74.5
TEST_090,15.02,38.05
TEST_091,9.15,25.0
TEST_092,55.02,70.62
TEST_093,17.27,53.24
TEST_094,80.18,85.3
TEST_095,18.72,48.73
TEST_096,77.75,88.39
TEST_097,87.07,85.19
TEST_098,4.11,21.22
TEST_099,3.01,10.37
TEST_100,68.19,83.51
TEST_101,2.05,21.22
TEST_102,50.13,81.7
TEST_103,22.21,66.93
TEST_104,14.35,38.17
TEST_105,49.16,73.82
TEST_106,38.95,49.09
TEST_107,69.44,87.38
TEST_108,60.05,85.25
TEST_109,1.91,18.75
TEST_110,8.38,45.13
TEST_111,2.24,32.51
TEST_112,15.26,26.28
TEST_113,56.86,70.88
TEST_114,12.06,53.8
TEST_115,2.43,15.46
TEST_116,4.23,24.16
TEST_117,51.61,77.69
TEST_118,7.01,21.73
TEST_119,16.92,39.29
TEST_120,46.46,79.02
TEST_121,28.91,60.13
TEST_122,3.75,21.82
TEST_123,52.81,79.99
TEST_124,4.13,23.74
TEST_125,66.28,86.65
TEST_126,9.14,44.63
TEST_127,73.55,91.63
TEST_128,70.13,84.52
TEST_129,3.44,23.56
TEST_130,32.73,74.03
TEST_131,6.92,24.72
TEST_132,12.82,45.87
TEST_133,65.41,84.02
TEST_134,8.64,28.94
TEST_135,60.88,83.0
TEST_136,79.67,90.33
TEST_137,30.74,58.23
TEST_138,12.36,18.37
TEST_139,45.78,63.95
TEST_140,0.85,20.66
TEST_141,16.6,33.34
TEST_142,52.09,68.86
TEST_143,22.61,45.89
TEST_144,63.36,84.83
TEST_145,7.83,19.76
TEST_146,79.82,89.81
TEST_147,56.91,89.4
TEST_148,-0.03,19.59
TEST_149,21.86,62.09
TEST_150,21.15,66.54
TEST_151,59.76,81.67
TEST_152,26.38,52.43
TEST_153,0.99,18.07
TEST_154,34.31,63.32
TEST_155,45.02,72.36
TEST_156,5.48,35.14
TEST_157,23.86,54.78
TEST_158,6.91,26.56
TEST_159,8.97,21.94
TEST_160,77.71,87.75
TEST_161,24.05,56.73
TEST_162,88.39,88.62
TEST_163,78.35,88.18
TEST_164,25.78,60.53
TEST_165,22.28,55.56
TEST_166,1.69,16.23
TEST_167,33.19,74.0
TEST_168,79.72,81.81
TEST_169,2.53,13.67
TEST_170,16.38,48.11
TEST_171,28.68,66.56
TEST_172,21.19,51.17
TEST_173,-2.42,3.24
TEST_174,4.68,24.05
TEST_175,75.35,91.94
TEST_176,84.3,90.18
TEST_177,11.33,40.75
TEST_178,41.36,66.42
TEST_179,37.24,62.35
TEST_180,12.11,44.68
TEST_181,37.21,64.08
TEST_182,37.68,66.69
TEST_183,10.53,30.54
TEST_184,64.63,85.73
TEST_185,2.73,17.38
TEST_186,2.25,11.86
TEST_187,20.44,60.42
TEST_188,-0.61,1.4
TEST_189,47.25,63.57
TEST_190,41.72,68.75
TEST_191,37.1,66.32
TEST_192,2.8,17.99
TEST_193,48.14,74.68
TEST_194,4.1,19.4
TEST_195,12.53,44.39
TEST_196,67.56,85.45
TEST_197,31.53,57.29
TEST_198,55.38,76.46
TEST_199,67.19,88.77
TEST_200,37.27,73.92
TEST_201,4.42,26.97
TEST_202,83.25,87.95
TEST_203,39.47,70.37
TEST_204,61.77,81.55
TEST_205,41.19,73.95
TEST_206,11.66,31.24
TEST_207,30.98,43.92
TEST_208,5.42,37.43
TEST_209,30.34,61.51
TEST_210,16.49,48.49
TEST_211,61.99,85.46
TEST_212,6.21,29.3
TEST_213,52.6,72.49
TEST_214,4.68,49.77
TEST_215,34.54,57.56
TEST_216,4.79,29.77
TEST_217,70.9,89.41
TEST_218,82.47,90.42
TEST_219,19.48,33.24
TEST_220,12.91,48.51
TEST_221,19.73,48.83
TEST_222,3.31,8.08
TEST_223,89.46,86.01
TEST_224,41.0,60.93
TEST_225,18.71,46.94
TEST_226,7.78,24.24
TEST_227,4.57,33.13
TEST_228,14.81,42.49
TEST_229,13.97,24.93
TEST_230,8.12,14.13
TEST_231,48.51,68.29
TEST_232,9.46,45.36
TEST_233,43.6,63.74
TEST_234,6.41,24.16
TEST_235,13.52,38.62
TEST_236,14.38,47.34
TEST_237,33.8,70.66
TEST_238,10.78,40.12
TEST_239,63.23,80.25
TEST_240,58.28,74.52
TEST_241,60.56,84.93
TEST_242,79.33,84.1
TEST_243,39.04,65.86
TEST_244,84.29,89.08
TEST_245,72.73,88.62
TEST_246,73.56,80.57
TEST_247,23.4,60.19
TEST_248,40.45,75.43
TEST_249,55.05,84.69
TEST_250,82.31,87.0
TEST_251,11.31,35.4
TEST_252,67.67,87.94
TEST_253,19.23,52.94
TEST_254,77.57,89.44
TEST_255,47.37,83.9
TEST_256,69.39,90.78
TEST_257,75.96,87.97
TEST_258,57.94,74.01
TEST_259,75.32,89.46
TEST_260,32.12,62.89
TEST_261,76.15,87.92
TEST_262,38.85,59.07
TEST_263,39.19,60.74
TEST_264,4.87,22.91
TEST_265,14.53,36.35
TEST_266,8.52,33.67
TEST_267,63.52,84.08
TEST_268,61.88,84.96
TEST_269,2.77,14.11
TEST_270,72.95,93.44
TEST_271,24.22,55.55
TEST_272,43.02,55.68
TEST_273,32.47,68.6
TEST_274,1.28,21.8
TEST_275,7.54,38.58
TEST_276,50.49,75.08
TEST_277,60.77,78.63
TEST_278,5.67,22.3
TEST_279,23.65,55.32
TEST_280,28.13,54.1
TEST_281,4.09,8.76
TEST_282,2.86,16.46
TEST_283,82.05,87.24
TEST_284,71.07,86.54
TEST_285,40.89,68.25
TEST_286,87.12,91.79
TEST_287,75.4,88.24
TEST_288,27.73,56.82
TEST_289,22.71,59.69
TEST_290,18.29,41.47
TEST_291,10.3,42.85
TEST_292,41.99,72.11
TEST_293,21.52,43.79
TEST_294,67.48,86.53
TEST_295,3.75,15.98
TEST_296,40.74,62.4
TEST_297,9.57,42.23
TEST_298,22.02,69.13
TEST_299,47.21,84.88
TEST_300,44.5,78.15
TEST_301,81.44,93.72
TEST_302,40.82,71.41
TEST_303,67.08,82.27
TEST_304,20.71,57.21
TEST_305,3.43,8.33
TEST_306,49.14,79.68
TEST_307,5.76,25.78
TEST_308,9.37,39.36
TEST_309,32.27,58.52
TEST_310,29.29,60.49
TEST_311,65.93,86.64
TEST_312,4.93,20.64
TEST_313,42.23,72.87
TEST_314,6.55,33.49
TEST_315,30.02,71.62
TEST_316,4.79,30.42
TEST_317,28.65,63.46
TEST_318,22.76,59.48
TEST_319,78.48,82.83
TEST_320,31.83,46.17
TEST_321,44.45,77.45
TEST_322,62.32,72.54
TEST_323,10.93,25.09
TEST_324,37.42,70.21
TEST_325,17.06,42.65
TEST_326,14.67,47.14
TEST_327,85.09,91.12
TEST_328,76.33,86.0
TEST_329,37.88,62.57
TEST_330,67.56,78.03
TEST_331,13.46,44.36
TEST_332,37.33,64.74
TEST_333,10.01,31.94
TEST_334,49.41,78.56
TEST_335,12.71,38.23
TEST_336,20.79,30.79
TEST_337,44.95,77.75
TEST_338,47.27,67.05
TEST_339,4.24,10.24
TEST_340,2.64,18.26
TEST_341,70.87,89.95
TEST_342,49.33,80.32
TEST_343,37.68,74.97
TEST_344,59.25,74.44
TEST_345,20.86,46.99
TEST_346,6.83,34.84
TEST_347,80.62,80.25
TEST_348,-1.55,15.83
TEST_349,48.98,76.16
TEST_350,14.72,37.51
TEST_351,3.25,26.91
TEST_352,15.26,41.19
TEST_353,17.44,50.3
TEST_354,29.47,70.53
TEST_355,10.05,24.83
TEST_356,78.85,84.82
TEST_357,6.93,35.07
TEST_358,6.54,22.69
TEST_359,18.87,56.25
TEST_360,4.21,24.8
TEST_361,6.7,11.33
TEST_362,52.64,84.8
TEST_363,11.09,46.06
TEST_364,50.59,70.21
TEST_365,69.01,86.72
TEST_366,5.68,14.42
TEST_367,32.24,62.32
TEST_368,59.6,86.54
TEST_369,73.9,83.37
TEST_370,38.19,74.99
TEST_371,72.16,89.95
TEST_372,37.69,69.94
TEST_373,3.35,18.59
TEST_374,10.17,44.18
TEST_375,74.98,86.88
TEST_376,11.91,28.38
TEST_377,61.17,83.44
TEST_378,20.51,49.86
TEST_379,29.22,57.83
TEST_380,12.31,40.85
TEST_381,37.95,62.93
TEST_382,77.04,90.28
TEST_383,2.45,22.6
TEST_384,68.69,82.73
TEST_385,64.86,90.56
TEST_386,20.09,53.59
TEST_387,80.94,84.79
TEST_388,12.43,20.2
TEST_389,6.25,35.05
TEST_390,74.41,77.31
TEST_391,16.21,39.64
TEST_392,55.84,60.51
TEST_393,21.11,53.09
TEST_394,3.18,13.89
TEST_395,25.41,50.24
TEST_396,44.35,78.0
TEST_397,20.43,53.72
TEST_398,18.86,41.72
TEST_399,29.56,73.53
TEST_400,48.69,69.53
TEST_401,49.05,72.63
TEST_402,31.27,49.62
TEST_403,59.16,76.82
TEST_404,63.45,77.47
TEST_405,59.37,83.07
TEST_406,31.32,70.28
TEST_407,39.22,65.57
TEST_408,72.17,85.08
TEST_409,15.92,46.55
TEST_410,79.42,87.79
TEST_411,15.89,55.11
TEST_412,64.16,83.71
TEST_413,11.06,43.93
TEST_414,59.96,86.94
TEST_415,5.84,35.53
TEST_416,72.99,90.54
TEST_417,29.19,66.64
TEST_418,32.71,64.39
TEST_419,11.23,47.92
TEST_420,3.94,28.5
TEST_421,70.33,91.63
TEST_422,28.1,56.75
TEST_423,60.13,77.65
TEST_424,68.24,80.58
TEST_425,41.7,73.76
TEST_426,53.0,81.59
TEST_427,8.01,15.44
TEST_428,60.08,85.88
TEST_429,30.44,47.55
TEST_430,83.25,93.69
TEST_431,16.39,40.46
TEST_432,20.96,42.03
TEST_433,72.97,81.44
TEST_434,7.58,32.96
TEST_435,78.96,80.78
TEST_436,5.32,38.11
TEST_437,63.59,85.03
TEST_438,58.92,84.13
TEST_439,8.35,19.85
TEST_440,55.16,79.13
TEST_441,67.0,91.32
TEST_442,7.7,34.96
TEST_443,16.07,37.58
TEST_444,24.96,65.78
TEST_445,41.44,65.74
TEST_446,2.74,21.82
TEST_447,49.94,83.83
TEST_448,4.4,22.68
TEST_449,7.45,24.11
TEST_450,45.94,77.36
TEST_451,5.12,18.51
TEST_452,5.78,20.68
TEST_453,40.18,69.39
TEST_454,57.57,82.15
TEST_455,44.49,80.61
TEST_456,5.56,18.58
TEST_457,4.74,10.63
TEST_458,10.27,27.26
TEST_459,1.15,36.98
TEST_460,6.85,15.64
TEST_461,74.97,85.26
TEST_462,15.83,28.39
TEST_463,4.71,35.24
TEST_464,69.87,80.65
TEST_465,4.62,21.63
TEST_466,13.34,19.7
TEST_467,68.46,89.6
TEST_468,76.4,82.03
TEST_469,55.72,87.22
TEST_470,71.04,88.25
TEST_471,12.29,39.36
TEST_472,-0.22,12.79
TEST_473,30.5,60.86
TEST_474,67.75,83.8
TEST_475,63.31,80.72
TEST_476,24.7,51.62
TEST_477,2.0,11.91
TEST_478,6.01,33.85
TEST_479,75.96,88.7
TEST_480,19.32,52.48
TEST_481,53.27,79.18
TEST_482,12.54,64.45
